MACR-Nr,Air Force,Flgzg.Typ,Flgzg. Kennnr.,Flugzeugname,Bomber Group,Squadron,Crew,Datum,Absturzursache,Uhrzeit Absturz,Angriffsziel,Letzte Sichtung-Koord,Letzte Sichtung-Ort,Absturzort,Absturzort Anmerkungen im Detail,Absturz Land,Bundesland,Vermisstenfall,Aussage Absturz/Schicksal
7960,15th USAAF,P-51,43-24865,-,325th Fighter,319th Fighter,Hawkins,23.08.1944,technischer Fehler,,Markersdorf,,südwestlich Wien,Wiener Neustadt,Wiener Neustadt,Österreich,Niederösterreich,,"Das Flugzeug befand sich auf einer Bomberbegleitmission, als der Verband von rund 60 deutschen Jägern angegriffen wurde. Hawkins verlor dabei den Kontakt zur Formation und versuchte über Funk Kontakt aufzubauen. Nach einer gewissen Zeit meldete er, dass s"
7965,15th USAAF,B-24J,42-78523,Hard to get,451,724,Powers,23.08.1944,Jäger,,Markersdorf,"48°12'N, 15°30'E",Markersdorf,St. Ägyd am Neuwalde,St. Ägyd am Neuwalde,Österreich,Niederösterreich,,"Das Flugzeug wurde über dem Ziel von deutschen Jägern angegriffen und an der linken Tragfläche schwer getroffen, die in Flammen aufging. Die Maschine kippt sofort auf die Seite und ging spiralförmig in die Tiefe."
8253,15th USAAF,B-24J,42-51729,-,451,724,Beach,23.08.1944,Jäger,,Markersdorf,"47°40'N, 15°50'E",Semmering,Türnitz,Annaberg,Österreich,Niederösterreich,,"Die Maschine wurde über dem Ziel von deutschen Jägern angegriffen und in Brand geschossen. Sie ging sofort in einen spiralförmigen Sturzflug über. Im Inneren wüteten Brände. Der Pilot gab den Befehl ""Bail out"". Die gesamte Besatzung konnte den Bomber verl"
8335,15th USAAF,B-24J,42-51603,-,450,720,Swinehart,23.08.1944,Flak,,Vösendorf,"48°03'N, 16°30'E",Ebergassing bei Wien,Bad Vöslau,Ebreichsdorf,Österreich,Niederösterreich,,Das Flugzeug erhielt gerade während des Bombenwurfs Flak-Treffer in das 2. Triebwerk und den Bombenschacht. Im Inneren des Flugzeugs brach sofort Feuer aus. Die Maschine sackte aus der Formation ab und die Besatzung begann auszusteigen. Die Maschine schlu
8766,15th USAAF,B-24H,41-28689,-,461,767,Rosencrans,23.08.1944,Jäger,12:33,Markersdorf,,Markersdorf,St. Pölten,Bischofstetten,Österreich,Niederösterreich,,Die Maschine hatte nahe dem Ziel Probleme mit einem Triebwerk und fiel hinter die Formation zurück. Der Bomben entledigte man sich im Notabwurf. Der Bomber war danach nicht mehr zu halten. Nun attackierten auch Jäger und schossen eine Tragfläche in Brand.
7958,15th USAAF,B-24H,44-40196,,451,727,Anderson,23.08.1944,Flak,,Wien,,Hohenberg,St. Aegyd am Neuwalde,St. Aegyd am Neuwalde,Österreich,Niederösterreich,,"Die Maschine wurde von Jägern attackiert und von Flakgeschossen getroffen. Sie sackte aus der Formation ab und stürzte mit 2 brennenden Triebwerken und einem Feuer im Bombenschacht zu Boden.
2 Besatzungsmitglieder wurde nach Budapest gebracht."
7957,15th USAAF,B-24C,42-78171,-,451,725,Panyity,23.08.1944,Flak,11:00,Markersdorf,,Maribor (Y),Neuberg an der Mürz,Neuberg an der Mürz,Österreich,Steiermark,,"Maschine wurde von Flakgeschossen schwer getroffen. Der Bug und das Heck wurde schwer beschädigt - es brachen Teile ab. Ein Großteil der Besatzung verließ die Maschine, als kurz darauf beide Tragflächen abbrachen und der Rumpf zu Boden stürzte."
8324,15th USAAF,B-24H,42-7763,Available,451,725,Malakowski,23.08.1944,Flak,11:00,Markersdorf,,Maribor (Yu),Hochanger,Hochanger,Österreich,Steiermark,,Die Maschine wurde über dem Ziel von Flakgeschossen in das 3. Triebwerk getroffen und fiel hinter die Formation zurück - blieb aber zunächst stabil. Nach einer gewissen Zeit konnte der Pilot die Höhe nicht mehr halten und die Besatzung sprang ab.
7966,15th USAAF,B-24G,42-78471,Fertile Myrtle,451,724,Donoghue,23.08.1944,Jäger,13:30,Markersdorf,"48°10'N, 15°30'E",Markersdorf,Mariazell,Aschgraben-Halltal,Österreich,Steiermark,,Die Maschine wurde von mehreren Seiten und aus den Wolken kommend von deutschen Jägern angegriffen und das 3. Triebwerk in Brand geschossen. Die Maschine blieb jedoch stabil und sackte nur etwas ab. Das nutzte ein Großteil der Besatzung um auszusteigen. E
7967,15th USAAF,B-24H,42-52520,,464,776,Vague,24.08.1944,Jäger,13:15,Pardubice (Cz),"49°08'N, 15°18'E",Tschechien,Klagenfurt,Hörtendorf bei Klagenfurt,Österreich,Kärnten,,Die Maschine wurde von Jäger attackiert und stürzte ab.
11266,15th USAAF,B-24H,42-78538,,465,780,Lengvenis,24.08.1944,Flak,,Pardoubice (Cz),,Cz,Haag,Haag,Österreich,Niederösterreich,,"Flugzeug über dem Ziel von Flak in Brand geschossen, stürzte sofort ab. Die Besatzung hatte keine Überlebenschance."
8394,15th USAAF,B-24J,42-78501,,485,831,Mulligan,24.08.1944,Jäger,,Pardubice (Cz),,Pardubice (Cz),Zwettl,Großgerungs,Österreich,Niederösterreich,,"Maschine wurde über dem Ziel von deutschen Jägern angegriffen, die zwei Triebwerke in Brand schossen. Unmittelbar danach sprangen die ersten beiden Crewmitglieder per Fallschirm ab. Erst danach sackte die Maschine aus der Formation ab. Jetzt sprangen weit"
8392,15th USAAF,B-24H,42-51083,-,464,779,Dannehl,24.08.1944,Jäger,13:00,Pardubice (Cz),,Jugoslawien,Zwettl,Kehrbach,Österreich,Niederösterreich,,"Die Formation wurde beim Rückflug etwa im Raum Wien von deutschen Jägern (Me109 und FW190) attackiert. Die Maschine erhielt einen Treffer im dritten Triebwerk, das sofort zu brennen begann. Ein zweiter Jäger traf mit einer ganzen Geschoßgarbe (50 Projekti"
7988,15th USAAF,P-51,43-6821,-,31st Fighter,307th Fighter,Quigley,25.08.1944,technischer Fehler,,Prostejov (Cz),"48°09'N, 15°49'E",südöstl. St. Pölten,St. Leonhard,Vornholz,Österreich,Niederösterreich,,Das Triebwerk der Maschine erhitzte sich bei einer Bombereskort-Mission. Der Pilot konnte es durch kurzen Sturzflug vorübergehend kühlen. Beim Rückflug geschah dasselbe nochmals. Diesmal war die Maschine nicht mehr zu halten. Der Pilot entschied sich für 
8391,15th USAAF,B-24H,41-29351,-,464,779,Kalgreen,25.08.1944,technischer Fehler,12:30,Prostejov (Cz),"47°35'N, 14°35'E",Gesäuse,Predlitz,Predlitz,Österreich,Steiermark,,"Die Maschine hatte kurz nach dem Angriff auf das Ziel plötzlich auftretenden Treibstoffmangel. Die Besatzung warf das gesamte zusätzlich Gewicht aus der Maschine (Kamera, etc.) und konnte so noch 30 min fliegen. Dann stellten sich jedoch nach und nach die"
7964,15th USAAF,P-51,44-13457,-,31st Fighter,307th Fighter,Wheeler,28.08.1944,Unbekannt,,Moosbierbaum,"48°42'N, 16°06'E",nördl. Hollabrunn,Untersiebenbrunn,Untersiebenbrunn,Österreich,Niederösterreich,,"Pilot befand sich auf Bomberbegleitschutz. Nachdem der Angriff erfolgt war, funkte Wheeler, dass er sich am Rückflug befände. Es war das letzte was man von ihm hörte. Die Maschine schlug bei Untersiebenbrunn auf. Der Pilot konnte sich retten."
8364,15th USAAF,B-24J,42-51260,-,465,781,Leggate,10.09.1944,Flak,10:50,Wien,,Wien,Hainburg an der Donau,Edelsthal,Österreich,Burgenland,,"Die Maschine wurde von der Flak getroffen und verlor langsam an Höhe, sodass für die Besatzung genug Zeit verblieb, sich aus der Maschine zu retten.
Die Flieger wurden nach ihrer Gefangennahme in das Dulag Budapest transportiert."
8262,15th USAAF,B-24J,44-41053,-,464,779,Overholt,10.09.1944,Flak,11:30,Wien,,Wien,Wien,Glinzendorf,Österreich,Niederösterreich,,"Die Maschine wurde über Wien von Flakgeschossen in den Bombenschacht getroffen. Die Maschine verwandelte sich in ein Flammeninferno. Vier Besatzungsmitglieder konnten die Maschine verlassen, bevor sie in einen spiralförmigen Sturzflug überging und in der "
8354,15th USAAF,P-38,43-28410,-,1st Fighter,27th Fighter,Ganley,10.09.1944,Unbekannt,,Wien,"47°00'N, 16°00'E",Feldbach,Murau,Scheifling,Österreich,Steiermark,,Die Maschine ging auf einmal in den Sturzflug über. Der Pilot dürfte sich nicht mehr aus dem Cockpit gerettet haben.
8620,15th USAAF,B-17G,44-6353,,301,32,Stubbs,10.09.1944,Flak,,Wien Lobau,"48°11'N, 16°29'E",Wien,Wien,Wien,Österreich,Wien,,"Maschine wurde über dem Ziel von der Flak getroffen (1. und 2. Triebwerk) - die Tragfläche ging in Flammen auf. Die ersten Fallschirme lösten sich sofort von der Maschine, die kurz darauf in den Sturzflug überging und noch in der Luft explodierte."
8373,15th USAAF,B-24J,42-51387,,465,780,Blackburn,10.09.1944,Flak,,Wien,,Wien,Wien,Wien,Österreich,Wien,,"Die Maschine wurde über Wien von Flakgeschossen direkt in den Bombenschacht getroffen (5 bis 6mal), in dem es sofort zu brennen begann. Während die Maschine in den Sturzflug überging, konnte die Besatzung aussteigen. Die Maschine schlug mitten in Wien, in"
8746,15th USAAF,B-24H,41-28919,,450,723,Kelly,10.09.1944,Flak,,Wien,"46°40'N, 17°20'E",Südungarn,Wien,Wien,Österreich,Wien,,Die Maschine wurde über Wien von der Flak am ersten Triebwerk getroffen. Sie fiel sofort aus der Formation ab und die Besatzung begann sich mittels Fallschirm zu retten (9 Mann). Das letzte Besatzungsmitglied verließ die Maschine als diese sich bereits im
8371,15th USAAF,B-24J,42-50893,-,450,720,Stratton,10.09.1944,Flak,11:00,Wien,"48°12'N, 16°22'E",Wien,Wien,Wien,Österreich,Wien,,"Die Maschine wurde über Wien von Flakgeschossen in die rechte Tragflächen getroffen, die sofort abbrach. Die Maschine ging sofort in einen Sturzflug über und explodierte in der Luft rund 10 Sekunden später."
8361,15th USAAF,B-17,44-6332,,483,817,Simons,10.09.1944,Flak,10:30,Wien,,,Wien,Wien,Österreich,Wien,,Die Maschine wurde von Flak-Geschossen getroffen und stürzte ab.
8350,15th USAAF,P-38,43-28415,,1st Fighter,71st Fighter,Brindley,12.09.1944,technischer Fehler,,München,"47°25'N, 12°50'E",Saalfelden,Saalfelden,Harham,Österreich,Salzburg,,"Das rechte Triebwerk der Maschine fing Feuer. Der Pilot meldete das über Funk, flog dann ein Tal an und sprang mittels Fallschirm ab."
8622,15th USAAF,B-17G,44-6180,,301,32,Allen,12.09.1944,Flak,,Lechfeld (Lech),"47°25'N, 11°25'E",nördlich Innsbruck,Karwendel-Gebirge,Seefeld,Österreich,Tirol,,"Maschine wurde über dem Ziel von der Flak getroffen. Der Co-Pilot meldete über Funk, dass es Rauchentwicklung im Inneren des Flugzeuges, vor allem des Cockpits gab und dass alle Besatzungsmitglieder bis auf ihn das Flugzeug verlassen hätten. Mittlwerweile"
8739,15th USAAF,B-24J,42-50888,,460,760,Van Dale,22.09.1944,Flak,,München (D),,München,Braunau,Weilhartforst-Hochburg,Österreich,Oberösterreich,,Maschine wurde über München von der Flak am 2. und 3. Triebwerk sowie im Bombenschacht getroffen und verlor langsam an Höhe.
8976,15th USAAF,B-24J,44-41039,,461,764,Powell,04.10.1944,Bomben anderer Flugzeuge,,München (D),"47°02'N, 12°34'E",Matrei in Osttirol,Mining bei Braunau,Mining bei Braunau,Österreich,Oberösterreich,,Über dem Ziel wurde die Führungsmaschine von Bombensplittern getroffen und explodierte in der Luft. Dabei wurde der Bomber von Powell ebenfalls beschädigt und letztlich zum Absturz gebracht. Der Co-Pilot starb durch Splitter.
9027,15th USAAF,B-24H,41-28859,Paoli Local,450,723,Murray,07.10.1944,Flak,,Wien,"48°11'N, 16°28'E",Wien,Eisenstadt,Müllendorf,Österreich,Burgenland,,"Maschine hatte die Führungsposition im der 2. Angriffswelle. Über dem Ziel erhielt die Maschine einen Direkttreffer der Flak in den Bombenschacht und in das 2. und 3. Triebwerk, die zu rauchen begannen. Die Maschine verlor rasch an Höhe. Der Pilot ließ di"
8977,15th USAAF,B-24J,42-51542,,454,738,Herkimer,07.10.1944,Flak,,Wien,,Wien,Baden,Baden,Österreich,Niederösterreich,,Maschine wurde über dem Ziel von Flak getroffen und ging sofort in Flammen auf. Etliche Teile brachen vom Flugzeug ab und bedrohten die anderen Bomber in der Formation.
8971,15th USAAF,B-24G,44-41225,,459,756,Lunak,07.10.1944,Flak,,Wien,"48°15'N, 16°20'E",Wien,Wien,Wien,Österreich,Wien,,"Flugzeug wurde über Wien von Flakgeschossen in den Bombenschacht getroffen. Die Maschine ging sofort in den Sturzflug über, wobei beide Tragflächen abbrachen und die Maschine entzweibrach. Der vordere Teil explodierte kurz darauf. 5 Personen wurden aus de"
9024,15th USAAF,B-24J,42-51409,,451,727,Robinett,07.10.1944,Flak,,Wien,,östlich von Wien,Wien,Wien,Österreich,Wien,,Die Maschine wurde über Wien von Flakgeschossen zwischen Triebwerk und Cockpit getroffen und sackte sofort aus der Formation ab.
9042,15th USAAF,B-24J,42-50921,Liberator,485,836,Rambeck,07.10.1944,Flak,,Wien,,Wien,Wien,Lobau,Österreich,Wien,,"Die Maschine wurde über Wien von Flakgeschossen an der linken Tragfläche getroffen. Die gesamte Tragfläche brach ab, das Flugzeug sackte sofort über die linke Seite weg und ging in einen spiralförmigen Sturzflug über."
205024,RAF,Spitfire,RM639,,205 RAF,682,Strantzen,08.10.1944,Unbekannt,,Wien,,,Wien,Wien,Österreich,Wien,Vermisste/r,"Die Maschine wurde mit einem Zusatztank ausgestattet, der ihr Flüge bis über die Alpen ermöglichen sollte. Sie kehrte nie zurück."
9058,15th USAAF,B-24J,44-41296,-,465,780,Klug,11.10.1944,Flak,,Wien,,Wien,Wien,Aspern,Österreich,Wien,,"Die Maschine wurde kurz vor Wien, noch bevor sie in die eigentliche Flak-Zone einflog, von Flakgeschossen schwer getroffen. Andere Besatzungen sahen, wie aus dem Bombenschacht Flammen schlugen. Nichtsdestotrotz konnte der Pilot die Maschine gerade halten,"
9137,15th USAAF,B-24,42-78391,,465,782,Hongola,11.10.1944,Flak,11:30,,,Wien,Wien,Wien,Österreich,Wien,,Die Maschine geriet im Bombenschacht in Brand und sackte aus der Formation ab. Es wurden keine Fallschirme gesehen.
9088,15th USAAF,B-24J,44-41056,,451,727,Brewer,13.10.1944,Flak,,Wien,,Wien,Andau,Andau,Österreich,Burgenland,,Maschine erhielt über Wien einen Direkttreffer der Flak in den Bombenschacht und explodierte wenig später in der Luft. Die Besatzung konnte sich retten.
9092,15th USAAF,B-24J,44-41152,,451,727,Moye,13.10.1944,Flak,,Wien,,Wien,Andau,Andau,Österreich,Burgenland,,Maschine erhielt vermutlich einen Direkttreffer in den Bombenschacht. Sie sackte aus der Formation ab und explodierte später.
9064,15th USAAF,B-24J,42-51806,,484,827,Oakley,13.10.1944,Flak,,Wien,,Wien,Marchegg,Marchegg,Österreich,Niederösterreich,,"Flugzeug scherte kurz nach dem Bombenwurf, von der Flak getroffen, über Wien aus der Formation aus und verlor stetig an Höhe. Die Maschine dürfte, nachdem sich 4 Besatzungsmitglieder gerettet hatten, in der Luft explodiert sein und die restliche Mannschaf"
9056,15th USAAF,B-24J,42-51587,-,451,726,Spellacy,13.10.1944,Flak,,Wien,"48°00'N, 16°30'E",östlich Baden,Wiener Neustadt,Blumau,Österreich,Niederösterreich,,Maschine wurde über Wien von Flak getroffen und verlor sofort an Höhe und sackte aus der Formation.
205025,RAF,Mosquito,,,205 RAF,680,Sheldon,13.10.1944,Unbekannt,,Cz,,,Passail,Siebenkögerl,Österreich,Steiermark,,Die Maschine befand sich auf einem Flug in die Tschechoslowakei und kehrte davon nicht zurück.
9047,15th USAAF,B-24J,42-51764,-,451,725,Baker,13.10.1944,Flak,13:00,Wien,,Wien,Wien,Wien,Österreich,Wien,,"Maschine wurde über Wien von Flak getroffen. 2 Triebwerke gingen in Flammen auf und die Maschine stürzte zu Boden. Ein Teil der Besatzung konnte das Flugzeug verlassen, bevor es in der Luft explodierte."
9054,15th USAAF,B-17G,43-38482,-,463,773,Kirby,13.10.1944,Flak,13:00,Wien,"48°15'N, 16°25'E",Wien-Floridsdorf,Wien,Wien,Österreich,Wien,,Die Maschine erhielt einen Flaktreffer nahe dem ersten Triebwerk. Dieses ging sofort in Flammen auf und die Tragfläche brach ab. Ein Teil des Flakgeschosses drang bis in das Cockpit ein und verursachte dort einen Brand. Die Maschine ging sofort in den Stu
9134,15th USAAF,B-24J,42-51564,Fickle Finger,451,727,Goin,13.10.1944,Flak,,Wien,,Wien,Wien,Wien,Österreich,Wien,,Die Maschine wurde schwer getroffen und explodierte in der Luft. Vom Flugzeug blieb nichts über.
9130,15th USAAF,B-24J,42-51912,,455,741,Noske,14.10.1944,Flak,,Blechhammer (D),"50°25'N, 18°05'E",CZ,Bleiburg,Lettenstätten,Österreich,Kärnten,,"Maschine erhielt einen Direkttreffer der Flak in die Flugzeugnase, die teilweise abbrach. 2 Besatzungsmitglieder wurden dabei aus der Maschine geschleudert. Dem Piloten gelang es, das Flugzeug wieder zu stabilisieren und bis über die Alpen zu führen. Über"
9197,15th USAAF,B-24J,42-52067,,485,829,Hardman,16.10.1944,Flak,,Graz Neudorf,,,Klagenfurt,Ebenthal,Österreich,Kärnten,,"Flugzeug wurde über Klagenfurt von der Flak getroffen und ging in Flammen auf. Es kamen nicht mehr alle Besatzungsmitglieder aus dem Flugzeug.
Ein Besatzungsmitglied sah die Beisetzung seiner Kameraden."
9132,15th USAAF,B-24J,42-51389,,464,776,Lee,16.10.1944,Flak,,St. Valentin,,St. Valentin,Leonding,Rufling,Österreich,Oberösterreich,,"Maschine wurde von Flakgeschossen an der Tragfläche getroffen, die sofort explodierte. Die Maschine ging sofort in den Sturzflug über und verlor dabei die Flugzeugnase."
9303,15th USAAF,B-24J,42-99798,,460,763,Berry,16.10.1944,Flak,,Graz,,Graz,Graz,Thondorf,Österreich,Steiermark,,"Maschine wurde über Graz so schwer von Flak getroffen, dass sie explodierte. 3 Fallschirme lösten sich aus der Maschine, wobei einer brannte.
Am Friedhof Oberradkersburg wurde zwei unbekannte Leichen beerdigt (19.10.1944). Die Deutschen identifizierten z"
9199,15th USAAF,B-24J,42-78683,,451,725,Johnson,16.10.1944,Flak,,Linz,,Seewiesen,Präbichl-Paßhöhe,Erzberg,Österreich,Steiermark,,"Maschine erhielt über Wien einen Flaktreffer und verlor sofort an Höhe. Kurz danach wurde die Besatzung gesehen, wie sie mittels Fallschirme die Maschie verließ. Ein Fallschirm schlug auf einem Berghang auf, der Rest schwebte in ein Tal."
9302,15th USAAF,B-24J,44-41070,Lively Lady,464,777,Waldron,17.10.1944,Flak,13:00,Wien,,Wien,Parndorf,Parndorf,Österreich,Burgenland,,"Die Maschine wurde von Flakgeschossen getroffen und an einer Tragfläche in Brand geschossen. Die Besatzung verließ die Maschine, die kurz darauf in der Luft explodierte. Ein Angehöriger eines anderen Flugzeuges, der einen Freund in dieser Besatzung hatte,"
9209,15th USAAF,B-24H,41-29441,-,464,777,Karas,17.10.1944,Flak,12:20,Wien,,Wien,Götzendorf an der Leitha,Götzendorf an der Leitha,Österreich,Niederösterreich,,Die Maschine wurde von Flakgeschossen (3x) getroffen. Zunächst verlor sie nur an Höhe - ein Fallschirm löste sich nahezu sofort aus der Maschine. Dann ging das Flugzeug in einen spiralförmigen Sturzflug über und ein Triebwerk begann zu brennen. Eine erste
12262,15th USAAF,B-24J,42-51401,,376,512,Lentz,17.10.1944,Flak,,Wien,"48°13'N, 16°24'E",Wien,Wien,Wien,Österreich,Wien,,Von der Flak über Wien in Brand geschossen (3 Triebwerke brennend oder rauchend).
9212,15th USAAF,B-24J,44-41233,,460,762,Northcross,17.10.1944,Flak,,Wien,"46°45'N, 16°10'E",Slowenien,Wien,Wien,Österreich,Wien,,"Flugzeug erhielt einen Flak-Treffer im ersten Triebwerk und verlor stetig an Höhe.
Die gleiche Besatzung war bereits 2 Monate zuvor abgeschossen worden."
9215,15th USAAF,B-24J,42-51566,-,450,721,Mojica,17.10.1944,Flak,,Wien,"48°18'N, 16°28'E",Gerasdorf bei Wien,Wien,Leopoldsdorf,Österreich,Wien,,"Das Flugzeug erhielt einen Dirkettreffer der Flak in die rechte Tragfläche, die teilweise abbrach. Ein Crewmitglied sprang sofort ab, andere erst nachdem sich die Maschine bereits in einem spiralförmigen Sturzflug befand."
9319,15th USAAF,B-17G,42-102841,,483,840,Dallman,23.10.1944,Flak,,Pilsen (CZ),"49°30'N, 12°35'N",Deutschland,Sölden-Ötztal,Sölden-Ötztal,Österreich,Tirol,,Maschine wurde von Flakgeschossen an den Triebwerken getroffen. Die Maschine scherte aus dem Verband aus und stürzte im Ötztal ab. Die gesamte Besatzung konnte sich per Fallschirm retten.
9587,15th USAAF,P-51,42-106559,,31st Fighter,309th Fighter,Dorsch,29.10.1944,technischer Fehler,,Regensburg (D),"46°25'N, 13°30'E",Norditalien,Ebensee,Grünauberg-Kasberg,Österreich,Oberösterreich,,Dürfte aufgrund eines technischen Gebrechens abgestürtzt sein.
9681,15th USAAF,P-51,42-103974,Jode Ball,332nd Fighter,301st Fighter,Faulkner,06.11.1944,technischer Fehler,,Wien / Moosbierbaum,,Reichenfels,Althofen,Wieting,Österreich,Kärnten,,Maschine stieg zunächst an um dann in einen spiralförmigen Sturzflug überzugehen.
9670,15th USAAF,P-38,42-68286,Nancy,5th Photo Recon,32nd Photo Recon,Baker,06.11.1944,Unbekannt,,Wien,,Wien,Österreich,Absturzort unbekannt,Österreich,Österreich,,Baker war auf einer Aufklärungsmission (Hochflug) im Süden und Osten von Wien. Von dieser kehrte er nicht mehr zurück.
9801,15th USAAF,P-51,44-13263,,52nd Fighter,4th Fighter,Farnkopf,11.11.1944,Flak,,Brux (CZ),,Udine Umgebung,Steyr,Aschach-Mitteregg,Österreich,Oberösterreich,,"Maschine hatte Probleme bei einer Bombereskorte mit der Formation mitzuhalten. Nach einem kurzen Funkspruch verschwand die Maschine. Im letzten Funkspruch (etwa über Klagenfurt) führte Lt Farnkopf noch an, dass er Flakwolken sah."
10081,15th USAAF,B-17G,42-97728,,301,352,Mitchko,15.11.1944,Wetter,,Linz,,,Kleinsölk,Kleinsölk,Österreich,Steiermark,,"Flugzeug kam durch Schlechtwetter ins Trudeln. Mindestens 2 Besatzungsmitglieder kamen lebend aus der Maschine, bevor diese abstürzte. Gegenüber Hillhouse gab ein gewisser Kodo (US-Flieger) im Dulag Luft an, dass er Bilder von der toten Besatzung gesehen "
9900,15th USAAF,B-17G,42-97568,,483,815,Eder,15.11.1944,technischer Fehler,,Linz,,,Zeltweg,Zeltweg,Österreich,Steiermark,,Das Flugzeug war auf einer Einzel-Pfadfinder-Mission und kehrte von dieser nicht zurück.
9853,15th USAAF,B-24J,44-41084,,464,778,Routon,16.11.1944,Flak,,München,,Ammergau (D),Zell am See,Saalfelden-Schwalbenwand,Österreich,Salzburg,,"Maschine dürfte von Flak getroffen worden sein. Sie verlor - ohne eine Rauchfahne hinter sich herzuziehen - bereits über München an Höhe, sackte aus der Formation ab, war aber unter Kontrolle. Alle Besatzungsmitglieder konnten sich mittels Fallschirm aus "
9856,15th USAAF,B-24J,42-51842,,465,783,Wright,16.11.1944,Flak,,München,,Alpen,Lofer,Scheffsnoth Alm,Österreich,Salzburg,,"Das Flugzeug erhielt einen Flaktreffer in das dritte Triebwerk und verlor rasch an Höhe - kam aber dennoch über die ersten Alpengipfel. Dort befahl der Pilot dann: ""bail out"" - während er die Maschine stabil hielt."
9896,15th USAAF,B-24J,42-78479,Princess Helen,449,716,Austin,16.11.1944,Flak,,München,"47°30'N, 13°25'E",Annaberg im Lammertal,Falchau,Grießenkar-Flachau,Österreich,Salzburg,Vermisste/r,"Die Maschine dürfte über München von der Flak getroffen worden sein. Sie verlor rasch an Geschwindigkeit und Höhe. Andere Crews sahen, wie das Flugzeug aus der Formation ausscherte und in die Gegenrichtung flog (vermutlich um die Schweiz zu erreichen)."
9940,15th USAAF,B-24J,42-52011,,460,763,Stone,16.11.1944,Flak,,München,"47°30'N, 13°00'E",südlich Hallein,Salzburg,Seeham,Österreich,Salzburg,,"Maschine (Squadron-Leader) erhielt über dem Ziel einen Flak-Treffer durch den 2 Triebwerke ausfielen. Die Maschine verlor sofort an Höhe. Der Pilot funkt an die Formation, dass sie weiterfliegen sollten und er versuchen würde so weit wie möglich zu kommen"
9875,15th USAAF,B-24G,42-78413,,460,760,Howard,16.11.1944,Flak,,München,,Udine (I),Salzburg,Sprunged,Österreich,Salzburg,,"Die Maschine dürfte über München einen Flaktreffer erhalten haben und fiel hinter die Bomberformation zurück, ohne jedoch an Höhe zu verlieren. Die Maschine wurde das letzte Mal über Udine gesehen: hier könnte es sich um einen Fehler handeln, da der deuts"
9936,15th USAAF,P-51,43-24846,-,52nd Fighter,2nd Fighter,Dumais,16.11.1944,Flak,,München,"47°15'N, 11°25'E",Innsbruck,Innsbruck,Axams,Österreich,Tirol,,"Maschine wurde über Innsbruck von Flakgeschossen getroffen. Der Pilot meldetet über Funk, dass er aussteigen müsse. Sein Fallschirm wurde jedoch nicht gesehen."
9939,15th USAAF,B-24J,42-51708,,459,757,Johnson,19.11.1944,Flak,,Wien Lobau,,Wien,St. Pölten,Hafnerbach-Markersdorf,Österreich,Niederösterreich,,"Maschine erhielt einen Flaktreffer in das 2. Triebwerk. Die Maschine sackt sofort ab, wurde aber vom Piloten stabil gehalten, sodass die Besatzung abspringen konnte."
9947,15th USAAF,B-24J,44-41055,Miss Margorie,455,743,Labovitz,22.11.1944,Jäger,11:30,München,"46°25'N, 13°00'E",Italien,Spittal an der Drau,Altersberg bei Gmünd in Kärnten,Österreich,Kärnten,,Die Maschine wurde von Jägern attackiert und stürzte ab. Teile der Besatzung wurden bereits beim Angriff getötet.
10012,15th USAAF,B-17G,44-8154,,99,346,Huff,25.11.1944,Nachtjäger,,Linz,,nach Take off,Linz,Neufelden,Österreich,Oberösterreich,,"Flugzeug verlor kurz nach dem Abheben Funkkontakt zur Formation. Kurz nach dem Ziel (Linz) wurde das Flugzeug von einem Nachtjäger getroffen, ging  in den Sturzflug über und explodiert kurz darauf in der Luft. Vier Besatzungsmitglieder wurden lebend aus d"
10079,15th USAAF,P-38,44-24200,,1st Fighter,94th Fighter,Thomas,26.11.1944,Jäger,,München,,Innsbruck,Fellhorn,St. Johann in Tirol,Österreich,Tirol,,"Thomas war auf einem Aufklärungsflug mit anderen P-38, als er von einer einzelnen Me262 angegriffen und vermutlich abgeschossen wurde. Thomas verletzte sich beim Fallschirmsprung schwer (Beckenbruch, Mastdarmblutung, Zerreisung der Bänder in den Knien). E"
10027,15th USAAF,P-38,44-23752,,5th Photo. Recon.,32nd Photo Recon,Sheetz,02.12.1944,Jäger,,München,,München,Ort unbekannt,Vmtl. Österreich. Über Ziel angeschossen,Österreich,Österreich,,Die Maschine wurde von Jägern während einer Aufklärungsmission attackiert und letztlich von einem Jet abgeschossen.
10031,15th USAAF,B-17G,44-8381,-,2,96,Pepperman,03.12.1944,Unbekannt,,Linz,,Linz,Linz,Alkoven-Grieskirchen,Österreich,Oberösterreich,,"Maschine auf einer ""Lone Wolf""-Mission, stürzte aus nicht bekannte Ursache ab. Alle Besatzungsmitglieder konnten sich innerhalb von 30 Sekunden aus der Maschine retten und wurden gefangen genommen."
10218,15th USAAF,B-17G,44-8120,,483,815,Cooper,07.12.1944,Unbekannt,,Salzburg,,,St. Johann im Pongau,Fernsattel Untertauern,Österreich,Salzburg,,Keine Angabe
